gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2710197080	116	46.43	2	113	2	112	7.0e-28	115	COG2337	mRNA-degrading endonuclease, toxin component of the MazEF toxin-antitoxin module	112
2710197082	401	40.81	9	373	3	360	9.0e-107	380	COG0787	Alanine racemase	360
2710197083	337	21.56	1	215	2	211	2.0e-22	99.7	COG2834	Outer membrane lipoprotein-sorting protein	211
2710197084	116	47.24	1	116	1	125	4.0e-30	123	COG0736	Phosphopantetheinyl transferase (holo-ACP synthase)	127
2710197085	194	28.1	1	194	3	212	8.0e-15	74	COG0705	Membrane associated serine protease, rhomboid family	228
2710197086	485	31.44	2	482	1	486	1.0e-92	333	COG3428	Uncharacterized membrane protein YdbT, contains bPH2 (bacterial pleckstrin homology) domain	494
2710197087	159	44.59	5	159	5	161	3.0e-33	134	COG3402	Uncharacterized membrane protein YdbS, contains bPH2 (bacterial pleckstrin homology) domain	161
2710197088	320	35.74	5	317	28	343	6.0e-77	281	COG4294	UV DNA damage repair endonuclease	347
2710197089	503	42.94	2	477	29	513	8.0e-125	440	COG0513	Superfamily II DNA and RNA helicase	513
2710197090	229	26.43	3	227	17	242	5.0e-41	161	COG1647	Esterase/lipase	243
2710197091	458	45.71	5	458	4	450	2.0e-128	452	COG0770	UDP-N-acetylmuramyl pentapeptide synthase	451
2710197092	356	41.5	1	343	1	317	2.0e-89	322	COG1181	D-alanine-D-alanine ligase and related ATP-grasp enzymes	317
2710197093	395	25.31	2	388	4	404	3.0e-44	172	COG1301	Na+/H+-dicarboxylate symporter	415
2710197094	183	25.67	1	181	3	186	4.0e-23	101	COG1670	Protein N-acetyltransferase, RimJ/RimL family	187
2710197095	361	24.54	1	355	3	380	1.0e-45	177	COG1252	NADH dehydrogenase, FAD-containing subunit	405
2710197096	474	39.34	1	449	2	454	2.0e-112	399	COG1249	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component or related enzyme	454
2710197097	193	22.75	14	193	1	189	2.0e-09	56.2	COG0558	Phosphatidylglycerophosphate synthase	192
2710197098	219	31.13	1	208	5	216	2.0e-21	96.1	COG0398	Uncharacterized membrane protein YdjX, TVP38/TMEM64 family, SNARE-associated domain	223
2710197100	266	26.23	6	249	15	257	7.0e-26	111	COG1177	ABC-type spermidine/putrescine transport system, permease component II	267
2710197101	286	24.73	8	279	14	285	5.0e-16	78.3	COG1176	ABC-type spermidine/putrescine transport system, permease component I	287
2710197102	409	32.68	3	409	6	383	1.0e-56	214	COG4134	ABC-type uncharacterized transport system YnjBCD, periplasmic component	384
2710197104	247	40.09	16	242	7	228	3.0e-55	208	COG1489	DNA-binding protein, stimulates sugar fermentation	235
2710197106	391	37.24	7	389	10	380	8.0e-72	264	COG0772	Bacterial cell division protein FtsW, lipid II flippase	381
2710197107	562	36.25	1	562	1	577	0.0e+00	500	COG0018	Arginyl-tRNA synthetase	577
2710197108	193	28.1	7	156	9	159	5.0e-20	91.1	COG1238	Uncharacterized membrane protein YqaA, SNARE-associated domain	161
2710197109	299	31.56	3	299	1	298	8.0e-53	200	COG1597	Diacylglycerol kinase family enzyme	301
2710197111	215	39.49	53	206	51	207	5.0e-34	137	COG2340	Uncharacterized conserved protein YkwD, contains CAP (CSP/antigen 5/PR1) domain	207
2710197112	137	41.38	3	114	1	116	1.0e-17	82.5	COG0517	CBS domain	117
2710197114	477	53.86	1	446	1	452	0.0e+00	499	COG1115	Na+/alanine symporter	452
2710197115	482	40.22	43	482	1	438	2.0e-90	326	COG1502	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase or related enzyme	438
2710197118	390	16.62	19	385	28	391	5.0e-06	46	COG2814	Predicted arabinose efflux permease, MFS family	394
2710197119	439	25.9	14	425	24	467	2.0e-52	200	COG1757	Na+/H+ antiporter NhaC	485
2710197120	251	27.54	4	233	8	230	1.0e-24	106	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2710197121	261	39.21	27	252	25	246	3.0e-48	185	COG2861	Uncharacterized conserved protein YibQ, putative polysaccharide deacetylase 2 family	250
2710197123	659	18.53	306	616	2	281	2.0e-18	88	COG1173	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	289
2710197124	236	25.43	6	231	12	239	1.0e-29	123	COG2200	EAL domain, c-di-GMP-specific phosphodiesterase class I (or its enzymatically inactive variant)	256
2710197125	194	48.73	1	194	1	193	3.0e-59	221	COG2094	3-methyladenine DNA glycosylase Mpg	200
2710197126	287	18.09	29	287	31	316	1.0e-06	47.4	COG3595	Uncharacterized conserved protein YvlB, contains  DUF4097 and DUF4098 domains	318
2710197127	243	33.19	17	240	16	241	2.0e-38	152	COG3403	Uncharacterized protein YcgG, contains conserved FPC and CPF motifs	257
2710197128	727	19.12	31	541	14	500	4.0e-20	93.6	COG1289	Uncharacterized membrane protein YccC	674
2710197130	604	37.96	22	590	1	564	4.0e-122	432	COG1132	ABC-type multidrug transport system, ATPase and permease component	567
2710197135	599	31.44	17	594	14	564	3.0e-82	300	COG1132	ABC-type multidrug transport system, ATPase and permease component	567
2710197141	644	23.78	1	429	1	386	2.0e-35	144	COG0367	Asparagine synthetase B (glutamine-hydrolyzing)	542
2710197143	519	18.59	17	457	19	447	4.0e-05	43.6	COG2244	Membrane protein involved in the export of O-antigen and teichoic acid	480
2710197144	400	18.15	58	380	6	338	5.0e-15	75.7	COG4225	Rhamnogalacturonyl hydrolase YesR	357
2710197146	393	17.71	1	393	1	374	1.0e-18	87.8	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2710197147	397	19.01	1	380	1	355	2.0e-20	93.9	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2710197148	388	20.53	1	365	1	360	3.0e-20	93.1	COG2327	Polysaccharide pyruvyl transferase family protein WcaK	385
2710197150	418	20.29	1	403	1	381	1.0e-21	98.2	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2710197151	210	33.58	70	199	44	177	3.0e-16	78.8	COG0110	Acetyltransferase (isoleucine patch superfamily)	190
2710197153	115	24.35	1	115	1	115	1.0e-05	41.5	COG1396	Transcriptional regulator, contains XRE-family HTH domain	120
2710197154	389	37.24	1	382	1	374	7.0e-102	364	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase	374
2710197155	210	27.75	27	199	20	175	8.0e-12	64.1	COG0110	Acetyltransferase (isoleucine patch superfamily)	190
2710197156	195	50	1	176	39	224	1.0e-57	215	COG2148	Sugar transferase involved in LPS biosynthesis (colanic, teichoic acid)	226
2710197158	345	44.81	1	335	1	329	0.0e+00	470	COG1087	UDP-glucose 4-epimerase	329
2710197160	296	17.89	1	277	2	286	6.0e-17	81.7	COG0463	Glycosyltransferase involved in cell wall bisynthesis	291
2710197161	372	20.84	5	364	3	374	3.0e-20	93.2	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2710197162	383	25	27	375	31	381	5.0e-37	149	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2710197163	295	62.07	1	289	2	291	1.0e-129	455	COG1210	UTP-glucose-1-phosphate uridylyltransferase	291
2710197164	609	43.89	9	601	1	576	0.0e+00	607	COG1086	NDP-sugar epimerase, includes UDP-GlcNAc-inverting 4,6-dehydratase FlaA1 and capsular polysaccharide biosynthesis protein EpsC	588
2710197167	221	35.18	25	219	30	227	2.0e-35	142	COG0489	Chromosome partitioning ATPase, Mrp family, contains Fe-S cluster	265
2710197168	244	31.84	17	223	4	226	7.0e-34	137	COG3944	Capsular polysaccharide biosynthesis protein	226
2710197169	600	46.71	1	600	1	597	0.0e+00	738	COG0449	Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains	597
2710197171	449	48.16	3	448	8	464	1.0e-125	443	COG1109	Phosphomannomutase	464
2710197172	413	36.13	1	393	1	387	6.0e-72	264	COG4856	Uncharacterized protein, YbbR domain	403
2710197173	278	57.43	1	249	1	247	1.0e-78	286	COG1624	Diadenylate cyclase (c-di-AMP synthetase), DisA_N domain	247
2710197174	209	18.23	4	189	3	193	9.0e-23	100	COG5662	Transmembrane transcriptional regulator (anti-sigma factor RsiW)	256
2710197175	187	37.14	11	185	8	176	1.0e-35	142	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	182
2710197177	300	41.67	4	300	23	303	1.0e-64	240	COG0010	Arginase family enzyme	305
2710197190	395	48.77	2	394	1	392	2.0e-98	352	COG0183	Acetyl-CoA acetyltransferase	392
2710197191	230	59.91	1	217	1	217	8.0e-86	309	COG1788	Acyl CoA:acetate/3-ketoacid CoA transferase, alpha subunit	220
2710197192	220	61.57	1	215	2	217	4.0e-78	284	COG2057	Acyl CoA:acetate/3-ketoacid CoA transferase, beta subunit	225
2710197194	307	39.74	1	293	1	304	1.0e-70	259	COG0667	Predicted oxidoreductase (related to aryl-alcohol dehydrogenase)	316
2710197196	181	29.87	41	181	9	160	7.0e-09	53.8	COG0494	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	161
2710197197	192	30.43	10	191	2	183	2.0e-22	98.9	COG1670	Protein N-acetyltransferase, RimJ/RimL family	187
2710197198	217	30.46	20	216	18	206	4.0e-17	81.9	COG1300	Uncharacterized membrane protein SpoIIM, required for sporulation	207
2710197199	152	43.62	1	149	1	145	2.0e-36	144	COG0735	Fe2+ or Zn2+ uptake regulation protein	145
2710197201	297	56.9	1	297	5	300	5.0e-113	400	COG4974	Site-specific recombinase XerD	300
2710197202	394	61.31	6	394	1	397	0.0e+00	572	COG1015	Phosphopentomutase	397
2710197203	271	42.28	5	271	1	262	3.0e-77	282	COG0005	Purine nucleoside phosphorylase	262
2710197204	432	60.42	1	431	4	435	0.0e+00	576	COG0213	Thymidine phosphorylase	435
2710197205	388	40	2	383	4	384	3.0e-94	338	COG1686	D-alanyl-D-alanine carboxypeptidase	389
2710197206	116	30.91	7	116	8	117	3.0e-18	83.9	COG1366	Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)	117
2710197207	147	29.25	1	142	1	146	6.0e-29	120	COG2172	Anti-sigma regulatory factor (Ser/Thr protein kinase)	146
2710197208	254	40.08	10	253	2	247	2.0e-56	212	COG1191	DNA-directed RNA polymerase specialized sigma subunit	247
2710197213	436	40.1	10	412	3	394	3.0e-115	408	COG0019	Diaminopimelate decarboxylase	394
2710197215	121	18.64	23	118	8	125	8.0e-03	32.9	COG1246	N-acetylglutamate synthase or related acetyltransferase, GNAT family	153
2710197216	176	33.08	1	130	7	135	5.0e-17	80.8	COG1547	Predicted metal-dependent hydrolase	156
2710197217	245	41.22	2	245	3	239	5.0e-46	177	COG1354	Chromatin segregation and condensation protein Rec8/ScpA/Scc1, kleisin family	248
2710197218	197	48.89	6	184	9	184	4.0e-46	177	COG1386	Chromosome segregation and condensation protein ScpB	184
2710197219	386	33.51	13	376	16	381	2.0e-75	276	COG1686	D-alanyl-D-alanine carboxypeptidase	389
2710197220	197	57.22	1	194	1	194	2.0e-69	255	COG2715	Spore maturation protein SpmA (function unknown)	206
2710197221	175	50.31	15	175	1	161	3.0e-42	164	COG0700	Spore maturation protein SpmB (function unknown)	162
2710197222	243	50.41	2	238	3	246	6.0e-73	267	COG1187	16S rRNA U516 pseudouridylate synthase RsuA and related 23S rRNA U2605, pseudouridylate synthases	248
2710197223	176	32.03	36	175	2	153	3.0e-22	98	COG1225	Peroxiredoxin	157
2710197224	557	30.02	65	536	1	465	2.0e-104	373	COG1333	Cytochrome c biogenesis protein ResB	478
2710197225	396	26.71	108	396	6	280	6.0e-24	105	COG0755	ABC-type transport system involved in cytochrome c biogenesis, permease component	281
2710197226	238	49.78	6	234	2	226	5.0e-65	241	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	229
2710197227	587	34.83	153	586	10	447	1.0e-77	284	COG5002	Signal transduction histidine kinase	459
2710197228	184	32.12	5	169	17	179	2.0e-29	122	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	182
2710197231	189	42.08	5	182	3	184	4.0e-29	121	COG3601	Riboflavin transporter FmnP	186
2710197232	82	66.67	3	71	1	68	2.0e-15	73.9	COG1141	Ferredoxin	68
2710197233	354	35.07	1	343	1	334	9.0e-65	241	COG4955	Uncharacterized protein YpbB	343
2710197234	490	37.76	2	463	4	470	4.0e-117	415	COG0514	Superfamily II DNA helicase RecQ	590
2710197238	381	27.42	1	370	1	377	4.0e-40	159	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2710197244	254	24.47	1	251	2	281	5.0e-32	131	COG1408	Predicted phosphohydrolase, MPP superfamily	284
2710197245	303	23.3	11	113	1	102	9.0e-11	61.3	COG0789	DNA-binding transcriptional regulator, MerR family	124
2710197246	194	23.25	1	194	1	222	1.0e-15	76.5	COG4862	Negative regulator of genetic competence, sporulation and motility	224
2710197247	425	58.05	17	425	2	411	0.0e+00	589	COG0334	Glutamate dehydrogenase/leucine dehydrogenase	411
2710197248	321	29.63	2	318	2	298	4.0e-43	168	COG0492	Thioredoxin reductase	305
2710197249	325	38.92	1	325	17	348	8.0e-89	320	COG0252	L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D	351
2710197250	227	37.5	1	208	40	263	7.0e-33	134	COG2339	Membrane proteinase PrsW, cleaves anti-sigma factor RsiW, M82 family	274
2710197254	215	20.18	1	211	13	229	1.0e-23	103	COG5581	c-di-GMP-binding flagellar brake protein YcgR, contains PilZNR and PilZ domains	233
2710197256	222	52.53	6	221	7	220	4.0e-71	261	COG0283	Cytidylate kinase	222
2710197257	193	37.31	3	193	33	231	2.0e-27	115	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase	255
2710197258	376	48.09	8	345	15	351	7.0e-87	314	COG0539	Ribosomal protein S1	541
2710197259	350	34.83	2	336	9	359	9.0e-61	227	COG1304	FMN-dependent dehydrogenase, includes L-lactate dehydrogenase and type II isopentenyl diphosphate isomerase	360
2710197264	436	60.27	2	436	2	439	0.0e+00	625	COG1160	Predicted GTPases	444
2710197265	348	55.29	5	335	2	329	5.0e-125	441	COG0240	Glycerol-3-phosphate dehydrogenase	329
2710197269	90	67.78	1	90	2	91	3.0e-29	119	COG0776	Bacterial nucleoid DNA-binding protein	94
2710197270	188	63.49	1	188	7	194	9.0e-78	282	COG0302	GTP cyclohydrolase I	195
2710197273	233	46.09	5	233	9	237	6.0e-80	290	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE	238
2710197274	320	38.58	4	320	1	322	2.0e-71	262	COG0142	Geranylgeranyl pyrophosphate synthase	322
2710197275	148	64.93	1	134	2	135	2.0e-57	214	COG0105	Nucleoside diphosphate kinase	135
2710197276	257	40.38	3	257	2	266	1.0e-72	266	COG1352	Methylase of chemotaxis methyl-accepting proteins	268
2710197277	390	49.09	1	384	9	369	1.0e-130	460	COG0082	Chorismate synthase	369
2710197278	360	41.74	1	353	1	353	6.0e-102	364	COG0337	3-dehydroquinate synthetase	360
2710197279	120	52.5	1	120	2	121	2.0e-36	143	COG4401	Chorismate mutase	125
2710197280	366	38.84	3	361	2	353	2.0e-90	326	COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	356
2710197281	367	36.14	1	284	2	279	8.0e-68	251	COG0287	Prephenate dehydrogenase	279
2710197282	430	44.68	13	427	12	424	7.0e-124	437	COG0128	5-enolpyruvylshikimate-3-phosphate synthase	428
2710197285	179	55.93	3	179	2	178	2.0e-58	218	COG5582	Uncharacterized protein YpiB, UPF0302 family	182
2710197288	169	29.24	4	166	7	171	2.0e-22	99.1	COG0723	Rieske Fe-S protein	177
2710197291	196	52.91	8	196	11	199	2.0e-48	185	COG4347	Uncharacterized membrane protein YpjA	200
2710197293	226	58.45	3	221	5	223	2.0e-83	301	COG2738	Zn-dependent membrane protease YugP	226
2710197294	289	46.59	5	281	12	288	5.0e-69	254	COG1284	Uncharacterized membrane-anchored protein YitT, contains DUF161 and DUF2179 domains	289
2710197295	128	27.93	12	122	1	102	3.0e-15	74.2	COG1694	NTP pyrophosphatase, house-cleaning of non-canonical NTPs	102
2710197296	256	35.93	4	256	3	265	9.0e-68	250	COG0289	Dihydrodipicolinate reductase	266
2710197297	135	56.3	1	135	5	139	2.0e-53	200	COG1803	Methylglyoxal synthase	142
2710197298	233	31.74	6	226	12	236	1.0e-32	133	COG2120	N-acetylglucosaminyl deacetylase, LmbE family	237
2710197299	374	28.87	1	374	1	378	9.0e-39	154	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2710197300	397	34.07	1	393	3	406	3.0e-74	272	COG0617	tRNA nucleotidyltransferase/poly(A) polymerase	412
2710197301	327	41.28	90	323	2	233	9.0e-62	230	COG0340	Biotin-(acetyl-CoA carboxylase) ligase	238
2710197303	279	57.46	1	268	1	268	1.0e-107	382	COG0413	Ketopantoate hydroxymethyltransferase	268
2710197304	289	51.58	1	282	1	285	1.0e-101	363	COG0414	Panthothenate synthetase	285
2710197305	127	63.49	2	127	1	126	2.0e-46	177	COG0853	Aspartate 1-decarboxylase	126
2710197306	929	30.01	241	923	2	646	3.0e-111	396	COG1199	Rad3-related DNA helicase	654
2710197307	278	18.88	45	266	53	285	2.0e-09	56.5	COG2333	Metal-dependent hydrolase, beta-lactamase superfamily II	293
2710197309	158	35.9	3	158	7	161	2.0e-30	124	COG5353	Uncharacterized protein YpmB	161
2710197310	396	48.75	7	395	1	393	3.0e-117	415	COG0436	Aspartate/methionine/tyrosine aminotransferase	393
2710197311	430	54.84	2	430	4	435	0.0e+00	579	COG0017	Aspartyl/asparaginyl-tRNA synthetase	435
2710197312	236	36.6	3	236	2	234	7.0e-48	184	COG3935	DNA replication protein DnaD	246
2710197313	218	58.49	2	213	1	211	1.0e-79	289	COG0177	Endonuclease III	211
2710197316	546	39.16	84	530	4	453	6.0e-121	428	COG1249	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component or related enzyme	454
2710197318	132	34.71	3	122	1	121	3.0e-17	80.9	COG0789	DNA-binding transcriptional regulator, MerR family	124
2710197322	76	56.16	1	73	1	73	7.0e-15	72.3	COG4897	General stress protein CsbA (function unknown)	78
2710197323	213	31.28	1	193	3	188	3.0e-31	128	COG1896	5'-deoxynucleotidase YfbR and related HD superfamily hydrolases	193
2710197324	391	35.37	30	314	44	324	2.0e-57	216	COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	324
2710197325	359	52.51	3	353	5	361	1.0e-130	459	COG1932	Phosphoserine aminotransferase	365
2710197326	440	35.31	27	436	66	499	2.0e-59	223	COG0168	Trk-type K+ transport system, membrane component	499
2710197327	218	35.16	3	216	1	219	9.0e-46	176	COG0569	Trk K+ transport system, NAD-binding component	225
2710197329	411	39.45	12	407	7	404	2.0e-76	279	COG1301	Na+/H+-dicarboxylate symporter	415
2710197334	253	38.37	2	250	1	251	9.0e-50	190	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2710197335	485	42.54	49	406	37	397	9.0e-93	334	COG0793	C-terminal processing protease CtpA/Prc, contains a PDZ domain	406
2710197336	357	43.18	7	344	15	365	7.0e-95	340	COG2021	Homoserine acetyltransferase	368
2710197337	431	67.37	1	425	2	426	0.0e+00	659	COG2873	O-acetylhomoserine/O-acetylserine sulfhydrylase, pyridoxal phosphate-dependent	426
2710197338	379	38.82	1	375	6	394	1.0e-103	369	COG0626	Cystathionine beta-lyase/cystathionine gamma-synthase	396
2710197339	126	27.78	1	125	10	134	2.0e-13	67.6	COG3439	Uncharacterized conserved protein, DUF302 family	137
2710197340	193	31.91	52	179	4	139	2.0e-17	82.2	COG1225	Peroxiredoxin	157
2710197345	449	35.43	44	297	23	264	4.0e-30	126	COG3883	Uncharacterized N-terminal domain of peptidoglycan hydrolase CwlO	265
2710197346	294	39.39	1	294	1	297	3.0e-72	265	COG2177	Cell division protein FtsX	297
2710197347	228	60.54	1	223	1	223	5.0e-99	354	COG2884	ABC-type ATPase involved in cell division	223
2710197349	290	44.25	7	289	1	287	2.0e-68	252	COG1284	Uncharacterized membrane-anchored protein YitT, contains DUF161 and DUF2179 domains	289
2710197350	327	65.69	88	326	1	239	5.0e-106	377	COG1186	Protein chain release factor B	239
2710197351	836	58.01	1	829	1	822	0.0e+00	1091	COG0653	Preprotein translocase subunit SecA (ATPase, RNA helicase)	822
2710197353	278	50	1	256	1	245	4.0e-75	274	COG3342	Uncharacterized conserved protein, Ntn-hydrolase superfamily	265
2710197354	369	28.87	3	363	1	385	7.0e-71	261	COG2309	Leucyl aminopeptidase (aminopeptidase T)	385
2710197355	192	46.85	2	112	1	110	1.0e-28	119	COG1544	Ribosome-associated translation inhibitor RaiA	110
2710197356	187	18.44	1	139	1	136	2.0e-10	59.1	COG1943	REP element-mobilizing transposase RayT	136
2710197361	134	49.62	1	129	1	131	3.0e-33	133	COG1516	Flagellin-specific chaperone FliS	132
2710197362	499	26.76	1	499	3	479	3.0e-51	196	COG1345	Flagellar capping protein FliD	483
2710197363	120	32.79	1	120	1	120	3.0e-17	80.7	COG1334	Uncharacterized conserved protein, FlaG/YvyC family	120
2710197366	439	34.42	1	267	1	276	1.0e-33	137	COG1344	Flagellin and related hook-associated protein FlgL	360
2710197367	73	61.97	1	71	1	71	8.0e-19	85.3	COG1551	sRNA-binding carbon storage regulator CsrA	73
